pl_name,pl_letter,hostname,gaia_id,ra,dec,disc_year,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_msinie,pl_msinieerr1,pl_msinieerr2,st_teff,st_met,st_lum,st_logg,st_age,st_mass,st_rad,sy_vmag,sy_gaiamag,sy_plx,ttv_flag,tran_flag,rv_flag
HD 113337 c,c,HD 113337,Gaia DR2 1676282377934772608,195.4438496,63.610328,2022,Radial Velocity,5429.93477,452.06707,-283.91966,6.805,0.536,-0.468,,,,6299.67686,772.32303,-818.40815,6299.67686,772.32303,-818.40815,Mass,,,,,,,,,1.41,,6.02078,5.91168,27.6107,0,0,1
HD 11343 c,c,HIP 8541,Gaia DR2 4912062772547406976,27.5271962,-54.4651633,2022,Radial Velocity,228.53731,3.24097,-3.78842,0.923,0.019,-0.022,,,,,,,255.53404,52.75952,-50.85255,Msini,255.53404,52.75952,-50.85255,,,,,,2.01,,7.88,7.56075,6.41777,0,0,1
HIP 8541 b,b,HIP 8541,Gaia DR2 4912062772547406976,27.5271962,-54.4651633,2016,Radial Velocity,1852.14387,215.24662,-117.31046,3.729,0.3,-0.168,,,,2451.72833,602.28483,-32.73633,2451.72833,602.28483,-32.73633,Mass,,,,,,,,,2.01,,7.88,7.56075,6.41777,0,0,1
HD 11506 b,b,HD 11506,Gaia DR2 5137855525488932864,28.2106607,-19.507396,2007,Radial Velocity,1613.74017,4.3363,-4.52954,2.8,0.123,-0.136,,,,1551.00263,631.20722,-105.83686,1551.00263,631.20722,-105.83686,Mass,,,,,,,,,1.12,,7.51,7.37382,19.4792,0,0,1
HD 125612 c,c,HD 125612,Gaia DR2 6296703260330865536,215.2227183,-17.4818147,2009,Radial Velocity,4.15466,0.00043,-0.0004,0.051,0.002,-0.002,,,,,,,15.57359,2.54263,-2.86046,Msini,15.57359,2.54263,-2.86046,,,,,,1.05,,8.31,8.1559,17.3261,0,0,1
WASP-63 b,b,WASP-63,Gaia DR2 5574766468155514752,94.3363562,-38.3233826,2012,Transit,4.37808,6e-06,-6e-06,,,,15.805,1.569,-1.569,117.5971,28.6047,-28.6047,117.5971,28.6047,-28.6047,Mass,,,,5550.0,0.08,,4.01,,1.28,1.86,11.155,10.9185,3.41141,0,1,1
LHS 3844 b,b,LHS 3844,Gaia DR2 6385548541499112448,340.4962038,-69.1721081,2019,Transit,0.46292913,1.9e-06,-1.9e-06,0.00622,0.00017,-0.00017,1.303,0.022,-0.022,,,,,,,,,,,3036.0,,-2.565,5.06,,0.15,0.19,15.24,13.3925,67.1548,0,1,0
LTT 9779 b,b,LTT 9779,Gaia DR2 2307504062045842688,358.6688767,-37.6282237,2020,Transit,0.792052,9.3e-06,-9.3e-06,0.01679,0.00014,-0.00012,4.72,0.23,-0.23,29.32,0.78,-0.81,29.32,0.78,-0.81,Mass,,,,5443.0,0.27,-0.149,4.35,1.9,0.77,0.95,9.79,9.60006,12.4034,0,1,1
GJ 367 b,b,GJ 367,Gaia DR2 5412250540681250560,146.121464,-45.7790165,2021,Transit,0.321962,1e-05,-1.2e-05,0.0071,0.0002,-0.0002,0.718,0.054,-0.054,0.546,0.078,-0.078,0.546,0.078,-0.078,Mass,,,,3522.0,-0.01,-1.541,4.78,,0.45,0.46,10.153,9.15159,106.211,0,1,1
TOI-1634 b,b,TOI-1634,Gaia DR2 223158499179138432,56.3906096,37.1122803,2021,Transit,0.9893455,6e-06,-6e-06,,,,1.773,0.077,-0.077,7.57,0.71,-0.72,7.57,0.71,-0.72,Mass,,,,,,,,,,,13.217,12.1965,28.321,0,1,1
TOI-1634 c,c,TOI-1634,Gaia DR2 223158499179138432,56.3906096,37.1122803,2022,Radial Velocity,103.0,5.8,-4.5,,,,,,,,,,,,,,,,,,,,,,,,13.217,12.1965,28.321,0,0,1
TOI-1685 b,b,TOI-1685,Gaia DR2 252366608956186240,68.5939529,43.0370395,2021,Transit,0.6691406,3.6e-06,-3.6e-06,,,,1.7,0.07,-0.07,3.09,0.59,-0.58,3.09,0.59,-0.58,Mass,,,,,,,,,,,13.378,12.2956,26.5561,0,1,1
LHS 1815 b,b,LHS 1815,Gaia DR2 5500061456275483776,91.0899861,-55.3115376,2020,Transit,3.814334,8.4e-05,-8.4e-05,,,,1.088,0.064,-0.064,1.58,0.64,-0.6,1.58,0.64,-0.6,Mass,,,,,,,,,,,12.167,11.2362,33.4805,0,1,1
BD-210397 b,b,BD-210397,Gaia DR2 5124636303346779008,33.3024198,-21.1962147,2023,Radial Velocity,1891.0,56.0,-48.0,2.63,0.06,-0.05,,,,,,,214.0,31.0,-32.0,Msini,214.0,31.0,-32.0,4051.0,0.12,-0.87,4.67,6.2,0.68,0.75,9.84,9.25962,42.1075,0,0,1
BD-210397 c,c,BD-210397,Gaia DR2 5124636303346779008,33.3024198,-21.1962147,2023,Radial Velocity,6360.0,6260.0,-711.0,5.9,3.4,-0.5,,,,,,,759.0,485.0,-76.0,Msini,759.0,485.0,-76.0,4051.0,0.12,-0.87,4.67,6.2,0.68,0.75,9.84,9.25962,42.1075,0,0,1
WASP-100 b,b,WASP-100,Gaia DR2 4675352109658261376,68.9598159,-64.027039,2014,Transit,2.84938,8e-06,-8e-06,,,,14.908,1.569,-1.569,400.4658,143.0235,-143.0235,400.4658,143.0235,-143.0235,Mass,,,,6900.0,-0.03,,4.35,,0.77,1.57,10.798,10.6151,2.71534,0,1,1
TOI-733 b,b,TOI-733,Gaia DR2 5392409372314518656,159.4093183,-40.888259,2023,Transit,4.884765,1.9e-05,-2.4e-05,0.0618,0.0036,-0.0039,1.992,0.085,-0.09,5.72,0.7,-0.68,5.72,0.7,-0.68,Mass,,,,5585.0,-0.04,-0.086,4.47,4.4,0.96,0.95,9.44,9.28881,13.2674,0,1,1
TOI-2109 b,b,TOI-2109,Gaia DR2 4558177980120149632,253.1862971,16.5799153,2021,Transit,0.67247414,3e-08,-2.8e-07,0.01791,0.00065,-0.00065,15.098,0.527,-0.527,1595.4986,238.37131,-238.37131,1595.4986,238.37131,-238.37131,Mass,,,,6540.0,0.068,0.673,4.14,1.77,1.45,1.7,10.217,10.1138,3.78791,0,1,1
WASP-84 b,b,WASP-84,Gaia DR2 3078836109158636928,131.1069959,1.8598933,2014,Transit,8.52349648,6e-07,-6e-07,0.0778,0.0021,-0.0021,10.72,0.27,-0.27,220.0,18.0,-18.0,220.0,18.0,-18.0,Mass,,,,,,,,,0.85,0.77,10.825,10.5745,9.91295,0,1,1
WASP-84 c,c,WASP-84,Gaia DR2 3078836109158636928,131.1069959,1.8598933,2023,Transit,1.4468849,2.2e-06,-1.6e-06,0.02359,0.001,-0.001,1.95,0.12,-0.12,15.2,4.5,-4.2,15.2,4.5,-4.2,Mass,,,,,,,,,0.85,0.77,10.825,10.5745,9.91295,0,1,1
rho CrB b,b,rho CrB,Gaia DR2 1323427759184545536,240.2600639,33.3001861,1997,Radial Velocity,39.8438,0.0027,-0.0027,0.2245,0.0023,-0.0024,,,,,,,347.38645,7.31005,-7.31005,Msini,347.38645,7.31005,-7.31005,5817.0,-0.2,0.26,4.25,10.2,0.95,1.34,5.40816,5.24167,57.2216,0,0,1
rho CrB c,c,rho CrB,Gaia DR2 1323427759184545536,240.2600639,33.3001861,2016,Radial Velocity,102.19,0.27,-0.22,0.4206,0.0044,-0.0045,,,,,,,28.2,1.5,-1.5,Msini,28.2,1.5,-1.5,5817.0,-0.2,0.26,4.25,10.2,0.95,1.34,5.40816,5.24167,57.2216,0,0,1
rho CrB d,d,rho CrB,Gaia DR2 1323427759184545536,240.2600639,33.3001861,2023,Radial Velocity,282.2,2.2,-3.7,0.827,0.011,-0.011,,,,,,,21.6,2.5,-2.5,Msini,21.6,2.5,-2.5,5817.0,-0.2,0.26,4.25,10.2,0.95,1.34,5.40816,5.24167,57.2216,0,0,1
rho CrB e,e,rho CrB,Gaia DR2 1323427759184545536,240.2600639,33.3001861,2023,Radial Velocity,12.949,0.014,-0.014,0.1061,0.0011,-0.0011,,,,,,,3.79,0.53,-0.54,Msini,3.79,0.53,-0.54,5817.0,-0.2,0.26,4.25,10.2,0.95,1.34,5.40816,5.24167,57.2216,0,0,1
OGLE-2014-BLG-0124L b,b,OGLE-2014-BLG-0124L,,270.6217083,-28.39625,2015,Microlensing,,,,3.48,0.22,-0.22,,,,206.58846,13.98445,-13.98445,206.58846,13.98445,-13.98445,Mass,,,,,,,,,0.9,,,,,0,0,0
HD 22946 b,b,HD 22946,Gaia DR2 4848767461548943104,54.819538,-42.7630276,2022,Transit,4.040295,1.5e-05,-1.4e-05,0.05727,0.00085,-0.00082,1.362,0.04,-0.04,13.71,,,13.71,,,Mass,,,,6169.0,-0.08,,4.47,2.5,1.1,1.12,8.270001,8.1281,15.8999,0,1,0
HD 22946 c,c,HD 22946,Gaia DR2 4848767461548943104,54.819538,-42.7630276,2022,Transit,9.573083,1.4e-05,-1.4e-05,0.1017,0.0015,-0.0014,2.328,0.038,-0.039,9.72,,,9.72,,,Mass,,,,6169.0,-0.08,,4.47,2.5,1.1,1.12,8.270001,8.1281,15.8999,0,1,0
HD 22946 d,d,HD 22946,Gaia DR2 4848767461548943104,54.819538,-42.7630276,2023,Transit,47.42489,0.0001,-0.00011,0.2958,0.0044,-0.0042,2.607,0.06,-0.06,26.57,,,26.57,,,Mass,,,,6169.0,-0.08,,4.47,2.5,1.1,1.12,8.270001,8.1281,15.8999,0,1,0
TOI-712 b,b,TOI-712,Gaia DR2 5284358990266469760,92.9361063,-65.8258386,2022,Transit,9.531361,1.8e-05,-1.7e-05,0.07928,0.00096,-0.00091,2.049,0.012,-0.08,,,,,,,,,,,4622.0,-0.02,-0.728,4.64,0.83,0.73,0.67,10.838,10.5785,17.0297,0,1,1
TOI-3629 b,b,TOI-3629,Gaia DR2 2881820324294985856,359.7933851,39.3142556,2022,Transit,3.936551,5e-06,-6e-06,0.043,0.002,-0.002,8.295,0.224,-0.224,82.63539,6.35657,-6.35657,82.63539,6.35657,-6.35657,Mass,,,,3870.0,0.4,,4.67,7.0,0.63,0.6,14.639,13.8375,7.65818,0,1,1
TOI-837 b,b,TOI-837,Gaia DR2 5251470948229949568,157.0372806,-64.5052107,2020,Transit,8.3248762,1.57e-05,-1.57e-05,,,,8.631,1.009,-1.009,,,,381.396,,,Msini,381.396,,,6047.0,-0.069,,4.47,0.035,1.12,1.02,10.635,10.356,6.98927,0,1,0
WASP-43 b,b,WASP-43,Gaia DR2 3767805209112436736,154.9081869,-9.8064431,2011,Transit,0.813475,1e-06,-1e-06,0.0142,0.0004,-0.0004,10.424,0.785,-1.009,565.714,31.782,-31.782,565.714,31.782,-31.782,Mass,,,,4400.0,,,,,0.58,0.6,12.305,11.907,11.4991,1,1,1
HAT-P-26 b,b,HAT-P-26,Gaia DR2 3668036348641580288,213.1565508,4.0594175,2010,Transit,4.23452,1.5e-05,-1.5e-05,,,,7.062,0.448,-0.448,22.2481,6.3566,-6.3566,22.2481,6.3566,-6.3566,Mass,,,,5079.0,-0.04,,4.56,,1.12,0.87,11.757,11.4641,7.02213,0,1,1
WASP-69 b,b,WASP-69,Gaia DR2 6910753016653587840,315.0259661,-5.094857,2014,Transit,3.86814,2e-06,-2e-06,,,,12.442,0.448,-0.448,92.1707,9.5349,-9.5349,92.1707,9.5349,-9.5349,Mass,,,,4700.0,0.15,,4.5,,0.98,0.86,9.873,9.48466,19.9871,0,1,1
HIP 41378 e,e,HIP 41378,Gaia DR2 600698184764497664,126.6158279,10.0803708,2016,Transit,,,,,,,,,,,,,,,,,,,,6226.0,,,,,1.17,1.34,8.93,8.80998,9.37994,0,1,0
WASP-136 b,b,WASP-136,Gaia DR2 2441013811932929280,0.325761,-8.9262512,2016,Transit,5.215357,6e-06,-6e-06,0.0661,0.0012,-0.0012,15.468,1.793,-1.793,479.9233,25.4264,-25.4264,479.9233,25.4264,-25.4264,Mass,,,,6260.0,-0.18,,3.9,3.62,1.41,2.21,9.974,9.81929,3.60091,0,1,1
WASP-83 b,b,WASP-83,Gaia DR2 3515865416826633984,190.1519558,-19.2843527,2015,Transit,4.971252,1.5e-05,-1.5e-05,0.059,0.001,-0.001,11.657,0.897,-0.56,95.349,9.5349,-9.5349,95.349,9.5349,-9.5349,Mass,,,,5510.0,0.29,,4.44,5.0,1.11,1.05,12.312,12.0084,3.66066,0,1,1
HAT-P-51 b,b,HAT-P-51,Gaia DR2 316706322857704960,21.0651251,32.8107,2015,Transit,4.2180278,5.9e-06,-5.9e-06,0.05069,0.00049,-0.00049,14.493,0.605,-0.605,98.20947,5.72094,-5.72094,98.20947,5.72094,-5.72094,Mass,,,,5449.0,0.27,-0.066,4.39,8.2,0.98,1.04,13.51,13.2846,2.24399,0,1,1
WASP-93 b,b,WASP-93,Gaia DR2 415703635408772480,9.4587443,51.288778,2016,Transit,2.7325321,2e-06,-2e-06,0.04211,0.00035,-0.00035,17.901,0.863,-0.863,467.2101,92.1707,-92.1707,467.2101,92.1707,-92.1707,Mass,,,,6700.0,0.07,,4.2,0.7,1.33,1.52,10.966,10.978,2.67335,0,1,1
psi1 Dra B b,b,psi1 Dra B,Gaia DR2 1651268763281885952,265.4925754,72.1557114,2015,Radial Velocity,3117.0,42.0,-42.0,4.43,0.04,-0.04,,,,,,,486.2799,31.783,-31.783,Msini,486.2799,31.783,-31.783,6212.0,0.01,,4.2,3.3,1.19,,5.808,5.64766,43.9875,0,0,1
HAT-P-69 b,b,HAT-P-69,Gaia DR2 3080104185367102592,130.5056385,3.7105662,2019,Transit,4.7869491,1.8e-06,-2.1e-06,0.06555,0.0007,-0.00035,18.786,0.572,-0.37,1137.8314,184.3414,-184.3414,1137.8314,184.3414,-184.3414,Mass,,,,7394.0,-0.069,1.0,4.11,1.27,1.65,1.93,9.774,9.77332,2.90206,0,1,1
K2-416 b,b,K2-416,Gaia DR2 2632278807386060288,349.2211822,-5.2015032,2023,Transit,13.102,0.0026,-0.0024,0.088,0.01,-0.021,2.66,0.19,-0.14,1652.70772,,,1652.70772,,,Mass,,,,3746.0,,-1.27,4.69,,0.55,0.55,14.794,13.9468,8.28313,0,1,0
K2-417 b,b,K2-417,Gaia DR2 2437684039751295744,350.1417675,-10.0365901,2023,Transit,6.535,0.0014,-0.0014,0.063,0.006,-0.014,3.31,0.14,-0.12,699.2225,,,699.2225,,,Mass,,,,3861.0,,-1.202,4.67,,0.57,0.58,13.909,13.1533,10.6047,0,1,0
TOI-2000 b,b,TOI-2000,Gaia DR2 5244434756689177088,146.3970631,-66.6866307,2023,Transit,3.09833,2.1e-05,-1.9e-05,0.04271,0.00076,-0.00067,2.7,0.15,-0.15,11.0,2.4,-2.4,11.0,2.4,-2.4,Mass,,,,5611.0,0.439,0.06,4.36,5.3,1.08,1.13,10.984,10.8542,5.6623,0,1,1
TOI-2000 c,c,TOI-2000,Gaia DR2 5244434756689177088,146.3970631,-66.6866307,2023,Transit,9.127055,7.3e-06,-7.2e-06,0.0878,0.0016,-0.0014,8.14,0.31,-0.3,81.7,4.7,-4.6,81.7,4.7,-4.6,Mass,,,,5611.0,0.439,0.06,4.36,5.3,1.08,1.13,10.984,10.8542,5.6623,0,1,1
L 98-59 c,c,L 98-59,Gaia DR2 5271055243163629056,124.5328604,-68.3144658,2019,Transit,3.6906745,2.5e-06,-2.5e-06,,,,1.34,0.07,-0.07,2.42,0.35,-0.34,2.42,0.35,-0.34,Mass,,,,,,,,,,,11.685,10.5976,94.1385,0,1,1
L 98-59 d,d,L 98-59,Gaia DR2 5271055243163629056,124.5328604,-68.3144658,2019,Transit,7.450729,6e-06,-6e-06,,,,1.58,0.08,-0.08,2.31,0.46,-0.45,2.31,0.46,-0.45,Mass,,,,,,,,,,,11.685,10.5976,94.1385,0,1,1
TOI-1235 b,b,TOI-1235,Gaia DR2 1070387905514406400,152.2182549,69.2766204,2020,Transit,3.444714,9e-05,-9e-05,,,,1.69,0.08,-0.08,6.69,0.67,-0.69,6.69,0.67,-0.69,Mass,,,,,,,,,,,11.495,10.8492,25.2016,0,1,1
LTT 3780 b,b,LTT 3780,Gaia DR2 3767281845873242112,154.6449033,-11.717801,2020,Transit,0.76837883,5.2e-07,-5.2e-07,,,,1.32,0.06,-0.06,2.47,0.24,-0.24,2.47,0.24,-0.24,Mass,,,,,,,,,,,13.14,11.8465,45.4644,0,1,1
LTT 3780 c,c,LTT 3780,Gaia DR2 3767281845873242112,154.6449033,-11.717801,2020,Transit,12.252196,3.5e-05,-3.5e-05,,,,2.33,0.14,-0.13,7.02,0.69,-0.67,7.02,0.69,-0.67,Mass,,,,,,,,,,,13.14,11.8465,45.4644,0,1,1
GJ 1252 b,b,GJ 1252,Gaia DR2 6468968316900356736,306.9286462,-56.4622865,2020,Transit,0.5182331,8.4e-06,-8.4e-06,,,,1.193,0.074,-0.074,1.32,0.28,-0.28,1.32,0.28,-0.28,Mass,,,,,,,,,,,12.68,11.2364,49.0558,0,1,1
GJ 328 c,c,GJ 328,Gaia DR2 577602496345490176,133.7819507,1.5420011,2023,Radial Velocity,241.8,1.3,-1.7,0.657,0.026,-0.028,,,,,,,21.4,3.4,-3.2,Msini,21.4,3.4,-3.2,3897.0,-0.06,-1.08,4.64,,0.65,0.63,9.99,9.2861,48.6883,0,0,1
GJ 328 b,b,GJ 328,Gaia DR2 577602496345490176,133.7819507,1.5420011,2013,Radial Velocity,3771.0,17.0,-17.0,4.11,0.16,-0.18,,,,,,,797.7493,73.10053,-73.10053,Msini,797.7493,73.10053,-73.10053,3897.0,-0.06,-1.08,4.64,,0.65,0.63,9.99,9.2861,48.6883,0,0,1
GJ 649 b,b,GJ 649,Gaia DR2 4572835535272064768,254.5363221,25.7419719,2009,Radial Velocity,600.1,1.7,-1.7,1.112,0.035,-0.037,,,,,,,81.99973,7.31005,-6.99222,Msini,81.99973,7.31005,-6.99222,3734.0,-0.15,-1.361,4.76,,0.51,0.5,9.7,8.81875,96.3141,0,0,1
GJ 849 b,b,GJ 849,Gaia DR2 2627117287488522240,332.4229938,-4.6408317,2006,Radial Velocity,1925.31,6.5,-6.5,2.32,0.11,-0.13,,,,,,,283.82077,29.87587,-30.82936,Msini,283.82077,29.87587,-30.82936,3467.0,0.09,-1.59,4.8,,0.45,0.45,10.41,9.2245,113.6,0,0,1
GJ 849 c,c,GJ 849,Gaia DR2 2627117287488522240,332.4229938,-4.6408317,2014,Radial Velocity,5990.0,110.0,-100.0,4.95,0.25,-0.28,,,,,,,0.99,0.11,-0.11,Msini,0.99,0.11,-0.11,3467.0,0.09,-1.59,4.8,,0.45,0.45,10.41,9.2245,113.6,0,0,1
K2-3 b,b,K2-3,Gaia DR2 3796690380302214272,172.3353708,-1.4551364,2015,Transit,10.0546535,8.8e-06,-9.1e-06,0.0747,0.0013,-0.0012,2.078,0.076,-0.067,5.11,0.65,-0.64,5.11,0.65,-0.64,Mass,,,,3844.0,-0.157,-1.231,4.7,6.9,0.55,0.55,12.168,11.4785,22.661,0,1,1
K2-3 c,c,K2-3,Gaia DR2 3796690380302214272,172.3353708,-1.4551364,2015,Transit,24.646729,4.4e-05,-4.2e-05,0.1357,0.0023,-0.0022,1.582,0.057,-0.051,2.68,0.85,-0.85,2.68,0.85,-0.85,Mass,,,,3844.0,-0.157,-1.231,4.7,6.9,0.55,0.55,12.168,11.4785,22.661,0,1,1
K2-3 d,d,K2-3,Gaia DR2 3796690380302214272,172.3353708,-1.4551364,2015,Transit,44.55603,0.00013,-0.00012,0.2014,0.0034,-0.0033,1.458,0.056,-0.051,2.2,,,2.2,,,Mass,,,,3844.0,-0.157,-1.231,4.7,6.9,0.55,0.55,12.168,11.4785,22.661,0,1,1
TOI-908 b,b,TOI-908,Gaia DR2 4619238087059206784,53.1594266,-81.250745,2023,Transit,3.183792,7e-06,-7e-06,0.041657,2e-06,-2e-06,3.186,0.155,-0.155,16.137,4.112,-4.039,16.137,4.112,-4.039,Mass,,,,5626.0,0.08,,4.45,4.6,0.95,1.03,11.316,11.1061,5.66109,0,1,1
Kepler-347 c,c,Kepler-347,Gaia DR2 2132614922197436928,289.1995995,49.3056404,2014,Transit,27.320871,0.000457,-0.000457,0.183,,,1.75,0.84,-0.84,,,,,,,,,,,6088.0,,,4.47,,,1.0,14.567,14.4892,0.741042,0,1,0
TOI-1759 b,b,TOI-1759,Gaia DR2 2216420110788943744,326.8516615,62.7538164,2022,Transit,18.85019,0.00013,-0.00013,0.1177,0.0038,-0.0038,3.14,0.1,-0.1,10.8,1.5,-1.5,10.8,1.5,-1.5,Mass,,,,4065.0,0.05,-1.057,4.65,5.0,0.61,0.6,11.93,10.8385,24.9302,0,1,1
Kepler-16 b,b,Kepler-16,Gaia DR2 2133476355197071616,289.0758307,51.757229,2011,Transit,228.776,0.02,-0.037,0.7048,0.0011,-0.0011,8.449,0.029,-0.029,105.833,5.085,-5.085,105.833,5.085,-5.085,Mass,,,,4450.0,-0.3,,4.65,,0.69,0.65,12.144,11.7472,13.2893,1,1,1
WASP-174 b,b,WASP-174,Gaia DR2 6139403450370668800,195.7940145,-41.3848617,2018,Transit,4.2337005,1.8e-06,-1.8e-06,0.05503,0.00056,-0.00056,16.107,0.56,-0.56,104.88337,28.92239,-28.92239,104.88337,28.92239,-28.92239,Mass,,,,6399.0,0.06,0.436,4.27,2.2,1.24,1.35,11.803,11.6826,2.41143,0,1,1
TOI-1937 A b,b,TOI-1937 A,Gaia DR2 5489726768531119616,116.3707214,-52.3832587,2023,Transit,0.94667944,4.7e-07,-4.7e-07,0.01932,0.00035,-0.00039,13.978,0.661,-0.695,638.8351,54.03083,-50.85255,638.8351,54.03083,-50.85255,Mass,,,,5814.0,0.196,0.08,4.4,3.6,1.07,1.08,13.18,13.0168,2.38003,0,1,1
OGLE-TR-113 b,b,OGLE-TR-113,Gaia DR2 5242077854771196544,163.1010355,-61.4468591,2004,Transit,1.4324752,,,0.02289,0.00016,-0.00015,12.251,0.314,-0.213,400.449,50.851,-50.851,400.449,50.851,-50.851,Mass,,,,4790.0,,-0.529,,,0.78,0.77,15.8485,15.443,1.73751,0,1,1
HATS-31 b,b,HATS-31,Gaia DR2 3498553232585634816,191.7028214,-24.4273897,2016,Transit,3.37796,1.2e-05,-1.2e-05,0.0478,0.0012,-0.0012,18.383,2.466,-2.466,279.6904,38.1396,-38.1396,279.6904,38.1396,-38.1396,Mass,,,,6050.0,0.0,0.619,4.0,4.3,1.27,1.87,13.315,12.9613,1.26369,0,1,1
WASP-167 b,b,WASP-167,Gaia DR2 6154982877299042944,196.0437932,-35.5495292,2017,Transit,2.0219596,6e-07,-6e-07,0.0365,0.0006,-0.0006,17.71,0.56,-0.56,2542.64,,,2542.64,,,Mass,,,,7000.0,0.1,,4.13,1.29,1.59,1.79,10.517,10.5786,2.33416,0,1,0
WASP-130 b,b,WASP-130,Gaia DR2 6112606840179716096,203.1060194,-42.4752733,2016,Transit,11.55098,1e-05,-1e-05,0.1012,0.0014,-0.0014,9.976,0.336,-0.336,390.9309,12.7132,-12.7132,390.9309,12.7132,-12.7132,Mass,,,,5625.0,0.26,,4.49,2.0,1.04,0.96,11.104,10.9717,5.77699,0,1,1
WASP-150 b,b,WASP-150,Gaia DR2 1416731285125373184,264.2630197,53.0212751,2020,Transit,5.644207,3e-06,-4e-06,0.0694,0.0011,-0.0008,11.994,0.269,-0.28,2688.8418,88.9924,-63.566,2688.8418,88.9924,-63.566,Mass,,,,6218.0,0.156,,4.15,2.95,1.39,1.65,12.026,11.9151,1.8652,0,1,1
HD 110113 b,b,HD 110113,Gaia DR2 6133384959942131968,190.0365636,-44.3120777,2021,Transit,2.541,0.0005,-0.001,0.035,0.001,-0.001,2.05,0.12,-0.12,4.55,0.62,-0.62,4.55,0.62,-0.62,Mass,,,,5732.0,0.14,,4.46,4.0,1.0,0.97,10.09,9.91036,9.37852,0,1,1
HD 110113 c,c,HD 110113,Gaia DR2 6133384959942131968,190.0365636,-44.3120777,2021,Radial Velocity,6.744,0.008,-0.009,0.068,0.001,-0.002,,,,,,,10.5,1.2,-1.2,Msini,10.5,1.2,-1.2,5732.0,0.14,,4.46,4.0,1.0,0.97,10.09,9.91036,9.37852,0,0,1
TOI-201 b,b,TOI-201,Gaia DR2 4767547667180525696,87.4017825,-54.910423,2021,Transit,52.97818,4e-05,-4e-05,0.3,0.02,-0.03,11.299,0.135,-0.168,133.4886,15.8915,-9.5349,133.4886,15.8915,-9.5349,Mass,,,,6394.0,0.24,0.415,4.32,0.87,1.32,1.32,9.07,8.94004,8.75659,0,1,1
HD 219134 h,h,HD 219134,Gaia DR2 2009481748875806976,348.3372026,57.1696255,2015,Radial Velocity,2247.0,43.0,-43.0,3.11,0.04,-0.04,,,,,,,108.0622,6.3566,-6.3566,Msini,108.0622,6.3566,-6.3566,4913.0,0.08,-0.509,4.51,12.46,0.79,0.77,5.56911,5.2402,153.081,0,0,1
HD 219134 d,d,HD 219134,Gaia DR2 2009481748875806976,348.3372026,57.1696255,2015,Radial Velocity,46.859,0.028,-0.028,0.237,0.003,-0.003,1.61,0.02,-0.02,16.17,0.64,-0.64,16.17,0.64,-0.64,Mass,,,,4699.0,0.11,-0.577,4.57,11.0,0.81,0.78,5.56911,5.2402,153.081,0,0,1
WASP-41 c,c,WASP-41,Gaia DR2 6160877943251930368,190.6188034,-30.6398176,2015,Radial Velocity,421.0,2.0,-2.0,1.07,0.03,-0.03,,,,,,,1010.6994,63.566,-63.566,Msini,1010.6994,63.566,-63.566,5545.0,0.06,,4.53,,0.93,0.87,11.632,11.2823,6.09247,0,0,1
Kepler-731 b,b,Kepler-731,Gaia DR2 2080172576942778112,296.3931945,45.568533,2016,Transit,3.85560355,2.9e-07,-2.9e-07,,,,13.88,3.18,-1.52,,,,,,,,,,,5849.0,0.04,,4.41,3.8,1.03,1.06,15.386,15.2848,0.767755,0,1,0
Kepler-485 b,b,Kepler-485,Gaia DR2 2135184068555793024,294.9963415,50.4700458,2016,Transit,3.2432598,1.8e-07,-1.8e-07,,,,14.41,3.38,-1.63,,,,,,,,,,,5958.0,0.04,,4.39,3.72,1.07,1.09,15.069,14.8981,0.84784,0,1,0
HAT-P-44 c,c,HAT-P-44,Gaia DR2 1506159170017461888,213.1438604,47.0147826,2014,Radial Velocity,872.2,1.7,-1.7,1.752,0.025,-0.025,,,,,,,1271.3,444.9,-254.3,Msini,1271.3,444.9,-254.3,5295.0,0.33,-0.194,4.46,7.5,0.94,0.95,13.225,12.9729,2.84594,0,0,1
HD 142 A d,d,HD 142,Gaia DR2 4976894960284258048,1.5836771,-49.0753625,2022,Radial Velocity,108.45299,0.09021,-0.08819,0.474,0.021,-0.023,,,,,,,82.63539,10.17051,-11.44182,Msini,82.63539,10.17051,-11.44182,,,,,,1.21,,5.7,5.58442,38.1605,0,0,1
HD 142 b,b,HD 142,Gaia DR2 4976894960284258048,1.5836771,-49.0753625,2001,Radial Velocity,351.43394,0.3746,-0.3777,1.039,0.046,-0.051,,,,,,,396.96768,38.13941,-41.31769,Msini,396.96768,38.13941,-41.31769,,,,,,1.21,,5.7,5.58442,38.1605,0,0,1
HD 142 c,c,HD 142,Gaia DR2 4976894960284258048,1.5836771,-49.0753625,2012,Radial Velocity,10159.64279,380.8401,-321.75084,9.811,0.515,-0.52,,,,3464.64746,406.1847,-297.80522,3464.64746,406.1847,-297.80522,Mass,,,,,,,,,1.21,,5.7,5.58442,38.1605,0,0,1
